dataset	method	lang	lm	BLEU	StreamLAAL	StreamLAAL_CA	TERM_ACC	TERM_CORRECT	TERM_TOTAL	source_type	source_path	event_id	wandb_run_id	status	note
medicine_hardraw	RASST	zh	2	41.2805	1772.3604	2323.2904	0.8336	561	673	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_hardraw_hn1024_tau078_new_v9_batch_20260524T0242/zh/dmedhard5_new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau0p78_raw_lm2_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212_ppmedicine5_hardraw/eval_results.tsv	20260524T0242__simuleval__medicine_hardraw_hn1024_tau078_new_v9_batch		verified	clean zh New V9 hardraw RASST
medicine_hardraw	RASST	zh	3	43.0605	2320.5247	3001.2242	0.8470	570	673	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_hardraw_hn1024_tau078_new_v9_batch_20260524T0242/zh/dmedhard5_new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau0p78_raw_lm3_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212_ppmedicine5_hardraw/eval_results.tsv	20260524T0242__simuleval__medicine_hardraw_hn1024_tau078_new_v9_batch		verified	clean zh New V9 hardraw RASST
medicine_hardraw	RASST	zh	4	44.3591	2821.6752	3639.3066	0.8514	573	673	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_hardraw_hn1024_tau078_new_v9_batch_20260524T0242/zh/dmedhard5_new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau0p78_raw_lm4_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212_ppmedicine5_hardraw/eval_results.tsv	20260524T0242__simuleval__medicine_hardraw_hn1024_tau078_new_v9_batch		verified	clean zh New V9 hardraw RASST
medicine_hardraw	RASST	de	1	22.6187	1023.7187	1491.4312	0.7264	470	647	verified_serial_eval_results	/mnt/data1/jiaxuanluo/medicine_de_lm1234_serial_promptfix_cache30_audioauto_max40lm_20260526T035925_medicine_de_lm1234_serial_promptfix_cache30_audioauto_max40lm_taurus/lm1/de/dmedhard_de_lm1_serial_promptfix_cache30_audioauto_max40lm_lm1_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260526T035925__simuleval__medicine_de_lm1234_serial_promptfix_cache30_audioauto_max40lm_taurus		verified	selected serial promptfix cache30/max40lm readout for higher BLEU/latency tradeoff; cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted
medicine_hardraw	RASST	de	2	26.7696	1838.9518	2550.2054	0.7821	506	647	verified_serial_eval_results	/mnt/data1/jiaxuanluo/medicine_de_lm1234_serial_promptfix_cache30_audioauto_max40lm_20260526T035925_medicine_de_lm1234_serial_promptfix_cache30_audioauto_max40lm_taurus/lm2/de/dmedhard_de_lm2_serial_promptfix_cache30_audioauto_max40lm_lm2_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260526T035925__simuleval__medicine_de_lm1234_serial_promptfix_cache30_audioauto_max40lm_taurus		verified	selected serial promptfix cache30/max40lm readout for higher BLEU/latency tradeoff; cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted
medicine_hardraw	RASST	de	3	26.9742	2334.3744	1884.0707	0.8362	541	647	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_hardraw_de_cap16_denoise_lm34_batch_taurus03_20260525T170456_medicine_de_cap16_denoise_lm34_batch_taurus03/de/dmedhard5_cap16denoise_ttag_hn1024_tau0p78_omit_chunks30_lm34_taurus03_lm3_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260525T170456__simuleval__medicine_de_cap16_denoise_lm34_batch_taurus03		verified	cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted, cache chunks30; batch eval
medicine_hardraw	RASST	de	4	28.9154	2782.5832	3896.9905	0.8238	533	647	verified_serial_eval_results	/mnt/data1/jiaxuanluo/medicine_de_lm4_serial_promptfix_cache30_audioauto_max40lm_20260526T043300_taurus23/de/dmedhard_de_lm4_serial_promptfix_cache30_audioauto_max40lm_lm4_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260526T043300__simuleval__medicine_de_lm4_serial_promptfix_cache30_audioauto_max40lm_taurus23		verified	selected serial promptfix cache30/max40lm readout for higher BLEU; StreamLAAL_CA is worse than previous batch row; cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted
medicine_hardraw	RASST	ja	1	19.3213	1558.0890	2361.2328	0.7515	487	648	verified_serial_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_ja_lm1_serial_promptfix_vllmaudio128_max40lm_20260526T045605_aries45/ja/dmedhard_ja_serial_promptfix_vllmaudio128_max40lm_lm1_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260526T045605__simuleval__medicine_ja_lm1_serial_promptfix_vllmaudio128_aries45		verified	selected serial promptfix vllmaudio128/cache30/max40lm readout for higher BLEU vs batch; cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted
medicine_hardraw	RASST	ja	2	25.1412	2231.1946	3272.8455	0.8086	524	648	verified_serial_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_ja_lm2_serial_promptfix_vllmaudio128_max40lm_20260526T045605_aries67/ja/dmedhard_ja_serial_promptfix_vllmaudio128_max40lm_lm2_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260526T045605__simuleval__medicine_ja_lm2_serial_promptfix_vllmaudio128_aries67		verified	selected serial promptfix vllmaudio128/cache30/max40lm readout for higher BLEU vs batch; cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted
medicine_hardraw	RASST	ja	3	26.8288	2781.0621	1782.7240	0.8380	543	648	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_hardraw_20260525T184043_ja_med_cap16den_lm1234_taurus/ja/dmedhard5_ja_cap16denoise_ttag_hn1024_tau0p78_omit_chunks30_lm3_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260525T1840__simuleval__medicine_ja_cap16_denoise_lm1234_batch_taurus		verified	cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted, cache chunks30, max_new_tokens=lm*40; batch eval
medicine_hardraw	RASST	ja	4	28.6781	3199.2583	1708.7238	0.8349	541	648	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_hardraw_20260525T184043_ja_med_cap16den_lm1234_taurus/ja/dmedhard5_ja_cap16denoise_ttag_hn1024_tau0p78_omit_chunks30_lm4_k10_th0.78_ghard_medicine_raw__medicine5/eval_results.tsv	20260525T1840__simuleval__medicine_ja_cap16_denoise_lm1234_batch_taurus		verified	cap16-denoise tagged-term SLM, medicine hardraw glossary, HN1024 tau=0.78, empty maps omitted, cache chunks30, max_new_tokens=lm*40; batch eval
