dataset	method	lang	lm	BLEU	StreamLAAL	StreamLAAL_CA	TERM_ACC	TERM_CORRECT	TERM_TOTAL	source_type	source_path	event_id	wandb_run_id	status	note
medicine_hardraw	InfiniSST	ja	3	25.1361	2827.8894	3488.1405	0.4198	272	648	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/ja_lm3/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	ja	4	26.6835	3437.6181	3922.6420	0.4028	261	648	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/ja_lm4/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	RASST	zh	1	32.1943	1079.3747	2118.7661	0.8024	540	673	verified_global_cache30_30_20_20_zh_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry/cells/medicine_hardraw__zh__lm1/zh/drasst_main_result_medicine_hardraw_zh_lm1_lm1_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; zh cap16-denoise serial rerun from 20260528_zh_new_model_cache30_30_20_20_main_result.tsv
medicine_hardraw	RASST	zh	2	40.7642	1733.4954	2643.7175	0.8262	556	673	verified_global_cache30_30_20_20_zh_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry/cells/medicine_hardraw__zh__lm2/zh/drasst_main_result_medicine_hardraw_zh_lm2_lm2_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; zh cap16-denoise serial rerun from 20260528_zh_new_model_cache30_30_20_20_main_result.tsv
medicine_hardraw	RASST	zh	3	42.4881	2311.4943	3697.0243	0.8380	564	673	verified_global_cache30_30_20_20_zh_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry/cells/medicine_hardraw__zh__lm3/zh/drasst_main_result_medicine_hardraw_zh_lm3_lm3_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; zh cap16-denoise serial rerun from 20260528_zh_new_model_cache30_30_20_20_main_result.tsv
medicine_hardraw	RASST	zh	4	44.7022	2884.0238	3930.4227	0.8440	568	673	verified_global_cache30_30_20_20_zh_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry/cells/medicine_hardraw__zh__lm4/zh/drasst_main_result_medicine_hardraw_zh_lm4_lm4_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	zh_cap16_denoise_medicine_serial_cache30_20_givenchunks_fix_aries_retry_20260528T130625Z/zh_new_model_medicine_serial_cache30_20_givenchunks_fix_aries_retry		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; zh cap16-denoise serial rerun from 20260528_zh_new_model_cache30_30_20_20_main_result.tsv
medicine_hardraw	RASST	de	1	22.6187	1023.7187	1472.2342	0.7264	470	647	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm1/de/drasst_main_result_medicine_hardraw_de_lm1_lm1_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-DE follow-up array row.
medicine_hardraw	RASST	de	2	26.7696	1838.9518	2525.3004	0.7821	506	647	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm2/de/drasst_main_result_medicine_hardraw_de_lm2_lm2_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-DE follow-up array row.
medicine_hardraw	RASST	de	3	27.3676	2432.4180	3245.1846	0.8161	528	647	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm3/de/drasst_main_result_medicine_hardraw_de_lm3_lm3_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-DE follow-up array row.
medicine_hardraw	RASST	de	4	27.9246	2744.1870	3758.9391	0.8207	531	647	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm4/de/drasst_main_result_medicine_hardraw_de_lm4_lm4_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-DE follow-up array row.
medicine_hardraw	RASST	ja	1	19.3213	1558.0890	2125.9269	0.7515	487	648	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja/cells/medicine_hardraw__ja__lm1/ja/drasst_main_result_medicine_hardraw_ja_lm1_lm1_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-JA follow-up array row.
medicine_hardraw	RASST	ja	2	25.1412	2231.1946	2947.3628	0.8086	524	648	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja/cells/medicine_hardraw__ja__lm2/ja/drasst_main_result_medicine_hardraw_ja_lm2_lm2_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-JA follow-up array row.
medicine_hardraw	RASST	ja	3	27.3388	2897.5537	3720.0439	0.8318	539	648	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja/cells/medicine_hardraw__ja__lm3/ja/drasst_main_result_medicine_hardraw_ja_lm3_lm3_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-JA follow-up array row.
medicine_hardraw	RASST	ja	4	29.9012	3393.0864	4398.8719	0.8503	551	648	verified_global_cache30_30_20_20_followup_eval_results	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja/cells/medicine_hardraw__ja__lm4/ja/drasst_main_result_medicine_hardraw_ja_lm4_lm4_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/eval_results.tsv	cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_ja		verified	global cache policy: lm1,lm2=30/30; lm3,lm4=20/20; given_chunks prompt; k10 tau0.78; empty maps omitted; medicine-JA follow-up array row.
