run_key	lm	sentence_index	paper_id	speaker_id	start_sec	end_sec	source	reference	hypothesis	sentence_chrf	term_map_count	gold_term_count	gold_retrieved_count	source_supported_retrieved_count	noise_retrieved_count	noise_false_copied	term_map
newv9_none_block	1	110	2022.acl-long.367	NA	13.596	17.377	Today, I'll talk about the motivation for this research.	Heute werde ich über den Grund für diese Forschung sprechen.	Heute werde ich über die Motivation für diese Forschung sprechen,	90.000	2	1	1	1	1		Language Model->Sprachmodell@0.856; research->Forschung@0.938
newv9_none_block	1	111	2022.acl-long.367	NA	17.458	20.719	Then I'll present KinyaBERT model architecture in detail.	Dann werde ich die KinyaBERT-Modell-Architektur im Detail vorstellen.	dann das KinyaBERT-Modell im Detail vorstellen.	65.217	4	2	2	2	2		research->Forschung@0.932; KinyaBERT->KinyaBERT@0.856; models->Modelle@0.801; model->Modell@0.788
newv9_none_block	1	112	2022.acl-long.367	NA	21.142	26.174	I'll then talk about our experimental results, then finish with some conclusions.	Ich werde dann über unsere experimentellen Ergebnisse sprechen und zum Schluss einige Schlussfolgerungen darstellen.	Dann werde ich über unsere experimentellen Ergebnisse sprechen, dann abschlie ßend einige Schlussfolgerungen ziehen.	88.793	0	0	0	0	0		
newv9_none_block	1	113	2022.acl-long.367	NA	28.976	38.319	We all know that recent natural language processing advances have been made possible by the use of pretrained language models such as BERT.	Wir alle wissen, dass die jüngsten Fortschritte bei der NLP durch die Verwendung von vortrainierten Sprachmodellen wie BERT ermöglicht wurden.	Wir alle wissen, dass die jüngste Entwicklung im Bereich der natürlichen Sprachverarbeitung durch den Einsatz vortrainierter Sprachmodelle wie BERT möglich geworden	94.366	11	5	5	6	5		natural language processing->NLP@0.948; language->Sprache@0.853; pretrained->vortrainiert@0.878; pretraining->Vortraining@0.791; pre-training->Vortrainings@0.790; pretrained language->vortrainierten Sprach@0.896; language models->Sprachmodelle@0.878; languages->Sprachen@0.828; Language Model->Sprachmodell@0.817; BERT->BERT@0.965; BERT model->BERT-Modell@0.786
newv9_none_block	1	114	2022.acl-long.367	NA	38.502	41.493	However, there are still a number of limitations.	Allerdings gibt es immer noch eine Reihe von Einschränkungen.	ist. Allerdings, sie sind immer noch einer Reihe von Einschr änkungen unterworfen.	96.721	2	1	1	1	1		BERT->BERT@0.955; number->Reihe@0.855
newv9_none_block	1	115	2022.acl-long.367	NA	42.074	62.257	Due to the complex morphology that is expressed by most morphologically rich languages, the ubiquitous byte pair encoding tokenization algorithm that I used cannot extract the exact subword lexical units, meaning the morphemes, which are needed for effective representation.	Aufgrund der komplexen Morphologie, die von den meisten morphologisch reichen Sprachen ausgedrückt wird, kann der allgegenwärtige byte pair encoding-Tokenisierungsalgorithmus, den ich verwendet habe, nicht die genauen lexikalischen Unterwort-Einheiten extrahieren, d. h. die Morpheme, die für eine effektive Repräsentation benötigt werden.	Aufgrund der komplexen Morphologie, die in den meisten morphologisch reichen Sprachen zum Ausdruck kommt, die byte pair encoding zum Einsatz bringt , kann nicht die genaue morphologische Bedeutung der Morpheme extrahieren, die für eine effektive Repr äsentation erforderlich	76.401	12	6	5	8	4	morphological->morphologische@0.820	Morphology->Morphologie@0.935; morphologically->morphologisch@0.846; language->Sprache@0.911; morphological->morphologische@0.820; languages->Sprachen@0.941; byte pair encoding->byte pair encoding@0.909; encoding->Kodierung@0.884; algorithms->Algorithmen@0.881; algorithm->Algorithmus@0.929; morphemes->Morpheme@0.906; Representation->Representation@0.954; representations->Repräsentationen@0.864
newv9_none_block	1	116	2022.acl-long.367	NA	62.879	72.497	For example, here we have three Kinyarwanda words that have several morphemes in them, but the BPE algorithms cannot extract them.	Hier haben wir zum Beispiel drei Kinyarwanda-Wörter, die mehrere Morpheme enthalten, aber die BPE-Algorithmen können sie nicht extrahieren.	sind. Zum Beispiel, hier haben wir drei Kinyarwanda-W örter, die mehrere Morpheme enthalten, aber die BPE-Algorithmen können sie nicht extrahieren.	98.561	7	3	3	4	3		Representation->Representation@0.949; representations->Repräsentationen@0.847; words->Wörtern@0.814; morphemes->Morpheme@0.845; BPE->BPE@0.943; algorithms->Algorithmen@0.944; algorithm->Algorithmus@0.818
newv9_none_block	1	117	2022.acl-long.367	NA	72.959	88.002	This is because some morphological rules produce different surface forms that hide the exact lexical information, and BPE, which is solely based on the surface forms, does not have access to this lexical model.	Das liegt daran, dass einige morphologische Regeln verschiedene Oberflächenformen erzeugen, die die genauen lexikalischen Informationen verbergen. BPE stützt sich aber nur auf die Oberflächenformen und hat so keinen Zugang zu diesem lexikalischen Modell.	Dies liegt daran, dass einige morphologische Regeln unterschiedliche Oberfl ächenformen erzeugen, die die genaue lexikalische Informationen verbergen. Und BPE, das ausschließlich auf den Oberflächenformen basiert, hat keinen Zugriff auf diese lexikalische Modellierung.	95.669	4	5	4	4	0		morphological->morphologische@0.798; lexical->lexikalische@0.844; information->Informationen@0.933; BPE->BPE@0.965
newv9_none_block	1	118	2022.acl-long.367	NA	89.646	102.055	The second challenge is that even if one had access to an oracle morphological analyzer, replacing BPE tokens with morphemes is not enough to express the morphological compositionality.	Die zweite Herausforderung besteht darin, dass, selbst wenn man Zugang zu einem morphologischen Analysator von Oracle hätte, würde es nicht ausreichen, das BPE-Token durch Morpheme zu ersetzen, um die morphologische Kompositionalität auszudrücken.	Die zweite Herausforderung ist , dass man selbst wenn man Zugriff auf ein orakelhaften morphologischen Analysator hätte , den BPE-Token durch Morpheme zu ersetzen, reicht nicht aus, um die morphologische Kompositionalität auszudrücken.	92.308	10	7	6	6	4		morphological analyzer->morphologischen Analysator@0.920; morphological->morphologische@0.879; morphological analysis->morphologische Analyse@0.863; morphologically->morphologisch@0.825; BPE->BPE@0.865; BETO->BETO@0.789; tokens->Token@0.875; morphemes->Morpheme@0.907; Morphology->Morphologie@0.790; compositionality->Kompositionalität@0.933
newv9_none_block	1	119	2022.acl-long.367	NA	102.756	110.566	A third gap in the research is that new pretrained language models are most often evaluated on high resource languages.	Eine dritte Lücke in der Forschung besteht darin, dass neue vortrainierte Sprachmodelle meist bei ressourcenintensiven Sprachen evaluiert werden.	Eine dritte Lücke in der Forschung besteht darin, dass keine vortrainierten Sprachmodelle auf sprachreichen Sprachen bewertet werden.	86.207	9	5	4	6	3		compositionality->Kompositionalität@0.825; research->Forschung@0.853; language models->Sprachmodelle@0.888; pretrained language->vortrainierten Sprach@0.876; Language Model->Sprachmodell@0.833; models->Modelle@0.830; language->Sprache@0.832; languages->Sprachen@0.939; resources->Ressourcen@0.840
newv9_none_block	1	120	2022.acl-long.367	NA	111.089	116.556	And we need to assess their applicability on low resources and diverse languages as well.	Wir müssen ihre Anwendbarkeit auch bei geringen Ressourcen und in verschiedenen Sprachen bewerten.	Und wir müssen ihre Anwendbarkeit auf ressourcenarmen und vielfältigen Sprachen ebenfalls bewerten.	86.735	4	2	2	2	2	low resource->ressourcenarmen@0.916	languages->Sprachen@0.939; language->Sprache@0.864; low resource->ressourcenarmen@0.916; resources->Ressourcen@0.878
newv9_none_block	1	121	2022.acl-long.367	NA	117.777	129.436	Therefore, we present KinyaBERT, which is a simple but effective adaptation of the BERT architecture that is meant to more effectively handle morphologically rich languages.	Daher präsentieren wir KinyaBERT. Das ist eine einfache, aber effektive Anpassung der BERT-Architektur, die für den effektiveren Umgang mit morphologisch reichen Sprachen gedacht ist.	Daher pr äsentieren wir KinyaBERT, ein einfaches, aber effektives Adaptations des BERT-Architekturen, das darauf abzielt, morphologische reiche Sprachen effektiver zu verarbeiten.	89.617	6	4	4	4	2	morphological->morphologische@0.828	languages->Sprachen@0.936; KinyaBERT->KinyaBERT@0.964; BERT->BERT@0.906; morphological->morphologische@0.828; morphologically->morphologisch@0.795; language->Sprache@0.816
newv9_none_block	1	122	2022.acl-long.367	NA	129.796	141.415	We evaluate KinyaBERT on Kinyarwanda, a low resource morphologically rich language, which is spoken by more than twelve million people across Eastern and Central Africa.	Wir evaluieren KinyaBERT mit Kinyarwanda, einer ressourcenarmen und morphologisch reichen Sprache, die von mehr als zwölf Millionen Menschen in Ost- und Zentralafrika gesprochen wird.	Wir bewerten KinyaBERT auf Kinyarwanda,einer ressourcenarmen, morphologische reichen Sprache, die von mehr als zwanzig Millionen Menschen gesprochen wird . In Ost- und Zentralafrika.	94.536	7	4	4	4	3	morphological->morphologische@0.823	languages->Sprachen@0.928; evaluation->evaluation@0.843; KinyaBERT->KinyaBERT@0.943; low resource->ressourcenarmen@0.900; language->Sprache@0.927; morphological->morphologische@0.823; morphologically->morphologisch@0.790
newv9_none_block	1	123	2022.acl-long.367	NA	146.157	150.739	The input to the model is either a sentence or a document.	Die Eingabe für das Modell ist entweder ein Satz oder ein Dokument.	Die Eingabe des Modells ist entweder ein Satz oder ein Dokument.	92.537	4	4	4	4	0		input->Eingabe@0.959; model->Modell@0.812; sentence->Satz@0.967; document->Dokument@0.971
newv9_none_block	1	124	2022.acl-long.367	NA	151.020	159.696	For example here, we have John twarahamubonye biradutangaza, which means we were surprised to find John there.	Zum Beispiel haben wir hier den Satz: „John twarahamubonye biradutangaza“. Das bedeutet: „Wir waren überrascht, John dort anzutreffen.“	Zum Beispiel hier, Wir haben John Twara Hamuwo n'ibira utangaza, was bedeutet :Wir waren überrascht, John hier zu finden.	81.481	1	0	0	0	1		document->Dokument@0.968
newv9_none_block	1	125	2022.acl-long.367	NA	160.038	166.715	As you can see, Kinyarwanda words contains several morphemes that contain different information in them.	Wie Sie sehen können, enthaltenWörter im Kinyarwanda mehrere Morpheme, die unterschiedliche Informationen enthalten.	Wie Sie sehen können, enthalten Kinyarwanda-Wörter mehrere Morpheme, die unterschiedliche Informationen enthalten.	97.414	2	2	2	2	0		morphemes->Morpheme@0.937; information->Informationen@0.937
newv9_none_block	1	126	2022.acl-long.367	NA	168.556	175.699	Therefore, in our model, we pass this sentence or a document to a morphological analyzer.	Daher übergeben wir in unserem Modell diesen Satz oder ein Dokument an einen morphologischen Analysator.	Daher verwenden wir in unserem Modell , dass wir diesen Satz oder ein Dokument an ein Morphologie- Analysator	90.385	8	5	5	5	3	Morphology->Morphologie@0.785	model->Modell@0.818; sentence->Satz@0.964; document->Dokument@0.960; morphological->morphologische@0.905; morphologically->morphologisch@0.871; Morphology->Morphologie@0.785; morphological analyzer->morphologischen Analysator@0.930; morphological analysis->morphologische Analyse@0.853
newv9_none_block	1	127	2022.acl-long.367	NA	177.505	181.375	Which then generates morphemes contained in each of the words.	Dieser erzeugt dann Morpheme, die in allen Wörtern enthalten sind.	weiterleiten, der anschließend Morpheme generiert, die in den Wörtern enthalten sind.	93.939	2	2	1	1	1		words->Wörtern@0.932; word->Wort@0.828
newv9_none_block	1	128	2022.acl-long.367	NA	181.976	186.759	The morphemes usually are made of the stem and zero or more affixes.	Die Morpheme setzen sich in der Regel aus dem Stamm und null oder mehr Affixen zusammen.	Die Morpheme bestehen üblicherweise aus einem Stamm und null oder mehr Affixen.	81.818	3	1	1	1	2		words->Wörtern@0.900; word->Wort@0.795; morphemes->Morpheme@0.912
newv9_none_block	1	129	2022.acl-long.367	NA	187.261	198.853	The affixes may indicate tense, aspect, subject or object in verbs, and more often relates to the Bantu noun class for subjects and objects.	Die Affixe können Zeitform, Aspekt, Subjekt oder Objekt in den Verben anzeigen und beziehen sich häufiger auf die Substantivklasse der Bantu für Subjekte und Objekte.	Die Affixe können Tempus, Aspekt, Subjekt oder Objekt in Verben anzeigen, und häufiger beziehen sich auf das Substantiv der Bantu -Gruppe für Subjekte, und Objekte.	92.771	3	3	3	3	0		aspect->Aspekt@0.941; verbs->Verben@0.960; noun->Substantiv@0.782
newv9_none_block	1	130	2022.acl-long.367	NA	200.735	206.559	The morphological analyzer also produces a part of speech tag for each of the words.	Der morphologische Analysator erzeugt auch einen Teil eines Sprach-Tags für jedes der Wörter.	Die morphologische Analyse erzeugt außerdem einen Sprache-Tag f ür jedes der Wörter.	86.022	7	1	1	4	3	morphological analysis->morphologische Analyse@0.866	morphological->morphologische@0.871; morphologically->morphologisch@0.832; morphological analyzer->morphologischen Analysator@0.924; morphological analysis->morphologische Analyse@0.866; speech->Sprache@0.860; words->Wörtern@0.937; word->Wort@0.833
newv9_none_block	1	131	2022.acl-long.367	NA	207.983	213.295	After this step, we make embeddings for the spee- for the part of speech tags.	Nach diesem Schritt erstellen wir Einbettungen für den Teil der Sprach-Tags.	Nach diesem Schritt erstellen wir Einbettungen f ür die Einbettungen der Sprache-Tags .	97.368	4	1	1	2	2		words->Wörtern@0.873; embeddings->Einbettungen@0.920; embedding->Einbettung@0.833; speech->Sprache@0.848
newv9_none_block	1	132	2022.acl-long.367	NA	215.585	218.029	Embeddings for the affixes.	Einbettungen für die Affixe.	Einbettungen für die Einbettungen der Affixe werden und	96.429	2	1	1	1	1		embeddings->Einbettungen@0.927; embedding->Einbettung@0.846
newv9_none_block	1	133	2022.acl-long.367	NA	219.493	221.376	And embeddings for the stem.	Einbettungen für den Stamm.	Einbettungen f ür den Stamm	96.296	2	1	1	1	1		embeddings->Einbettungen@0.932; embedding->Einbettung@0.857
newv9_none_block	1	134	2022.acl-long.367	NA	222.540	228.313	These are the morphology level, these are the morphology level embeddings.	Dies sind die Einbettungen auf Morphologie-Ebene.	erstellt.Diese sind die Morphologie-Labels, die die	77.551	5	2	2	2	3		morphologically->morphologisch@0.880; Morphology->Morphologie@0.855; morphological->morphologische@0.835; embeddings->Einbettungen@0.935; embedding->Einbettung@0.834
newv9_none_block	1	135	2022.acl-long.367	NA	229.525	238.917	We then pass these embeddings through a morphology encoder, which is a small transformer encoder that is applied to each word independently.	Anschließend durchlaufen diese Einbettungen einen Morphologie-Encoder, der ein kleiner Transformer-Encoder ist, der auf jedes Wort unabhängig angewendet wird.	Morphologie-Ebene darstellen . Dann leiten wir diese Einbettungen durch ein morphologisches Encoder weiter. Dies ist ein kleines Transformer-Encoder, der auf jedes Wort unabhängig angewendet wird.	96.203	13	6	6	6	7	morphological->morphologische@0.852; morphologically->morphologisch@0.879	embeddings->Einbettungen@0.954; embedding->Einbettung@0.905; morphologically->morphologisch@0.879; Morphology->Morphologie@0.925; morphological->morphologische@0.852; encoder->Encoder@0.927; transformer->Transformer@0.952; transformer encoder->Transformer-Encoder@0.876; transformers->Transformer@0.870; Annotated Corpus->annotierter Korpus@0.787; decoder->Decoders@0.785; word->Wort@0.934; words->Wörtern@0.827
newv9_none_block	1	136	2022.acl-long.367	NA	240.360	247.735	The output of the are the vectors that are contextualized with the morphological information at each word.	Ausgegeben werden die Vektoren, die mit den morphologischen Informationen bei jedem Wort kontextualisiert werden.	Die Ausgabe des RNN sind die Vektoren, die im Kontext der morphologischen Informationen stehen, bei jedem Wort. Jetzt	89.381	11	4	4	5	6	context->Kontext@0.782	vectors->Vektoren@0.932; input->Eingabe@0.781; vector->Vektor@0.844; contexts->Kontexte@0.791; context->Kontext@0.782; contextualized->kontextualisierte@0.925; morphological->morphologische@0.883; morphologically->morphologisch@0.858; information->Informationen@0.931; word->Wort@0.911; words->Wörtern@0.827
newv9_none_block	1	137	2022.acl-long.367	NA	248.755	257.507	Now, we perform composition where the morphological embeddings corresponding to part of speech and stem are concatenated together.	Nun führen wir eine Komposition durch, bei der die morphologischen Einbettungen, die der Sprache und dem Wortstamm entsprechen, miteinander verkettet werden.	führen wir die Komposition durch. Dabei werden die morphologischen Einbettungen, die den Sprache-Tags und dem Stamm entsprechen, zusammengefügt. Wir fügen	86.624	7	3	3	4	3		word->Wort@0.814; morphological->morphologische@0.908; morphologically->morphologisch@0.857; embeddings->Einbettungen@0.934; embedding->Einbettung@0.831; corresponding->passend@0.933; speech->Sprache@0.930
newv9_none_block	1	138	2022.acl-long.367	NA	257.721	264.413	We further concat we further concatenate them with another stem embedding at the sentence level.	Wir verketten sie mit einer weiteren Einbettung des Stammes auf der Ebene des Satzes.	schließlich die weiterhin eine andere Einbettung des Stammes auf Satz-Ebene hinzu.	77.647	3	2	2	2	1		embedding->Einbettung@0.939; embeddings->Einbettungen@0.879; sentence->Satz@0.918
newv9_none_block	1	139	2022.acl-long.367	NA	265.175	269.467	Then we form an input to the main sentence or document encoder.	Dann erstellen wir eine Eingabe für den Hauptsatz oder den Dokument-Encoder.	Dann bilden wir und manipulieren die Haupt -Satz- oder Dokument -Encoder.	82.895	3	3	2	3	0		sentence->Satz@0.966; document->Dokument@0.950; encoder->Encoder@0.864
newv9_none_block	1	140	2022.acl-long.367	NA	270.869	277.576	The final output are contextualized embeddings that can be used for downstream NLP tasks.	Die Endausgabe sind kontextualisierte Einbettungen, die für nachgelagerte NLP-Aufgaben verwendet werden können.	Die endgültige Ausgabe sind die kontextualisierten Einbettungen, die für die nachgelagerte NLP-Aufgaben verwendet werden können.	98.198	8	5	4	4	4		input->Eingabe@0.781; contextualized->kontextualisierte@0.909; embeddings->Einbettungen@0.918; embedding->Einbettung@0.820; downstream->nachgelagerte@0.948; tasks->Aufgaben@0.891; NLP task->NLP-Aufgabe@0.813; task->Aufgabe@0.785
newv9_none_block	1	141	2022.acl-long.367	NA	278.960	289.769	For a morphological analyzer, we use finite state two level morphology principles with custom implementation that is tailored to the Kinyarwanda language.	Für einen morphologischen Analysator verwenden wir Morphologie-Prinzipien mit endlichen Automaten auf zwei Ebenen und mit einer maßgeschneiderten Implementierung, die auf die Sprache Kinyarwanda zugeschnitten ist.	Für unsere NLP-Aufgabe, die morphologische Analyse , verwenden wir einen endlichen Zustandszwei-Ebenen -Morphologie-Prinzip mit benutzerdefinierten Implementierungen, die auf die Kinyarwanda -Sprache zugeschnitten sind.	92.488	9	4	4	4	5	morphological analysis->morphologische Analyse@0.831; NLP task->NLP-Aufgabe@0.837	NLP task->NLP-Aufgabe@0.837; tasks->Aufgaben@0.834; morphological->morphologische@0.859; morphologically->morphologisch@0.855; morphological analyzer->morphologischen Analysator@0.919; morphological analysis->morphologische Analyse@0.831; Morphology->Morphologie@0.893; language->Sprache@0.890; languages->Sprachen@0.792
newv9_none_block	1	142	2022.acl-long.367	NA	290.250	301.371	We effectively model the morphology of all Kinyarwanda words, including verbals, nouns, demonstrative and possessive pronouns, numerals, and others.	Wir modellieren die Morphologie aller Wörter auf Kinyarwanda, einschließlich der Verben, Substantive, Demonstrativ- und Possessivpronomen, Numerale und andere.	Wir modellieren effektiv die Morphologie aller Kinyarwanda-Wörter. Dazu gehören auch Verben, Substantive, Demonstrativ- und Possessivpronomen, Numerale, und andere.	94.969	9	2	2	4	5		language->Sprache@0.876; model->Modell@0.810; Morphology->Morphologie@0.935; morphologically->morphologisch@0.838; morphological->morphologische@0.789; noun->Substantiv@0.814; nouns->Substantive@0.951; pronouns->Pronomen@0.964; propose->vorzuschlagen@0.803
newv9_none_block	1	143	2022.acl-long.367	NA	302.092	305.776	We use an unsupervised part of speech tagging algorithm.	Wir verwenden einen nicht überwachten Teil eines Sprach-Tagging-Algorithmus.	Wir verwenden einen nicht überwachten Sprache-Tagging-Algorithmus .	88.158	6	3	3	4	2		unsupervised->nicht überwachten@0.845; user->Benutzer@0.821; tagging->Tagging@0.901; speech->Sprache@0.878; algorithm->Algorithmus@0.928; algorithms->Algorithmen@0.840
newv9_none_block	1	144	2022.acl-long.367	NA	306.180	316.328	A first order factored model is used to account for morphology probability, basically the probability that is assigned by the morphological analyzer.	Ein faktorisiertes Modell erster Ordnung wird verwendet, um die Morphologie-Wahrscheinlichkeit zu berücksichtigen, d. h. die Wahrscheinlichkeit, die vom morphologischen Analysator zugewiesen wird.	Ein Algorithmus, der zuerst ein faktorisierter Modell verwendet, um die Morphologie-Wahrscheinlichkeit zu berücksichtigen, im Wesentlichen die Wahrscheinlichkeit, dass sie durch den morphologischen Analysator zugewiesen wird .	96.939	8	4	4	4	4	algorithm->Algorithmus@0.928	algorithm->Algorithmus@0.928; algorithms->Algorithmen@0.840; model->Modell@0.839; Morphology->Morphologie@0.935; morphologically->morphologisch@0.855; morphological->morphologische@0.875; morphological analyzer->morphologischen Analysator@0.893; morphological analysis->morphologische Analyse@0.828
newv9_none_block	1	145	2022.acl-long.367	NA	316.610	327.036	We also take into consideration the part of speech tag precedence as well as the syntactic agreements that are present in the in the input words.	Wir berücksichtigen auch den Vorrang der Sprach-Tags sowie die syntaktischen Vereinbarungen, die in den eingegebenen Wörtern vorhanden sind.	Wir berücksichtigen auch die Sprache-Tagging-Tag-Evidenz sowie die syntaktischen Übereinstimmungen , die in den Eingabewörtern vorhanden sind	88.571	11	2	2	4	7		morphological analyzer->morphologischen Analysator@0.893; morphological->morphologische@0.827; morphological analysis->morphologische Analyse@0.808; morphologically->morphologisch@0.792; speech->Sprache@0.868; previous->früheren@0.797; syntactic->syntaktischen@0.912; syntax->Syntax@0.829; Semantic->Semantic@0.808; input->Eingabe@0.951; words->Wörtern@0.903
newv9_none_block	1	146	2022.acl-long.367	NA	328.582	339.209	The part of speech tagger uses a bidi bidirectional inference which improves upon the more often used Viterbi algorithm for decoding.	Der Teil des Sprach-Taggers verwendet eine bidirektionale Inferenz, die den häufiger verwendeten Viterbi-Algorithmus für die Dekodierung verbessert.	. Die Sprache-Tagging-Taggers verwenden ein bidirektionale Inferenzverfahren. Dies verbessert die kontextualisierten häufig verwendeten Viterbi-Algorithmus für die Dekodierung. Einige	97.973	7	5	5	6	1		speech->Sprache@0.842; tagger->Taggers@0.899; bidirectional->bidirektionale@0.829; inference->Inferenz@0.954; algorithm->Algorithmus@0.894; decoding->Dekodierung@0.936; encoding->Kodierung@0.831
newv9_none_block	1	147	2022.acl-long.367	NA	341.365	344.212	A few remarks here for positional encoding.	Hier noch ein paar Anmerkungen zur Positionskodierung.	Bemerkungen hier zur Positionskodierung.	72.222	3	1	1	2	1		positional encoding->Positionskodierung@0.942; encoding->Kodierung@0.934; decoding->Dekodierung@0.814
newv9_none_block	1	148	2022.acl-long.367	NA	344.934	349.325	One, the morphology encoder does not use any positional encoding.	Erstens verwendet der Morphologie-Encoder keine Positionskodierung.	Eine der Morphologie-Encoder verwendet keine Positionskodierung.	94.030	7	3	3	4	3		positional encoding->Positionskodierung@0.953; encoding->Kodierung@0.932; Morphology->Morphologie@0.931; morphologically->morphologisch@0.832; encoder->Encoder@0.853; decoder->Decoders@0.785; decoding->Dekodierung@0.848
newv9_none_block	1	149	2022.acl-long.367	NA	349.367	354.336	This is because each of the morphemes occupies a known slot in the morphological model.	Das liegt daran, dass jedes der Morpheme einen bekannten Platz im morphologischen Modell einnimmt.	Dies liegt daran, dass jedes der Morpheme einen festen Platz im morphologischen Modell einnimmt,daher	93.878	7	3	2	2	5		positional encoding->Positionskodierung@0.953; encoding->Kodierung@0.932; decoding->Dekodierung@0.865; morphemes->Morpheme@0.953; noun->Substantiv@0.782; morphological->morphologische@0.895; morphologically->morphologisch@0.850
newv9_none_block	1	150	2022.acl-long.367	NA	354.536	359.461	Therefore, positional information is inherent when the morphemes are given.	Daher ist die positionelle Information inhärent, wenn die Morpheme gegeben sind.	sind Positionskodierung und Informationen inhärent, wenn die Morpheme bereitgestellt werden.	93.750	4	1	1	2	2		morphological->morphologische@0.843; morphologically->morphologisch@0.784; information->Informationen@0.934; morphemes->Morpheme@0.914
newv9_none_block	1	151	2022.acl-long.367	NA	360.584	371.088	Second, the sentence encoder uses the so-called untied relative positional embeddings, which have been recently published at ICLR conference.	Zweitens verwendet der Satz-Encoder die so genannten ungebundenen, relativ positionellen Einbettungen, die kürzlich auf der ICLR-Konferenz veröffentlicht wurden.	Zweitens, Der Satz-Encoder verwendet die sogenannte ungebundene relative Positionskodierung, die kürzlich veröffentlicht wurde auf der ICLR-Konferenz.	89.441	7	4	4	4	3	positional encoding->Positionskodierung@0.801	sentence->Satz@0.968; encoder->Encoder@0.808; decoder->Decoders@0.788; embeddings->Einbettungen@0.942; embedding->Einbettung@0.826; positional encoding->Positionskodierung@0.801; ICLR->ICLR@0.825
newv9_none_block	1	152	2022.acl-long.367	NA	371.170	378.718	This positional embeddings essentially disentangles positional correlations from token to token attention computation.	Diese positionellen Einbettungen entkoppeln im Wesentlichen positionelle Korrelationen von Token hin zu einer Token-Aufmerksamkeitsberechnung.	Diese Positionskodierung entkoppelt im Wesentlichen die Korrelationen zwischen Positionen und der Aufmerksamkeit. Drittens,	76.761	9	5	5	5	4		embedding->Einbettung@0.799; embeddings->Einbettungen@0.903; correlations->Korrelationen@0.947; relations->Relationen@0.805; token->Token@0.921; tokens->Token@0.814; computation->berechnung@0.907; attention->Aufmerksamkeit@0.878; computational->rechnerische@0.821
newv9_none_block	1	153	2022.acl-long.367	NA	381.005	385.815	Similar to BERT, we use a masked language model pre-training objective.	Ähnlich wie BERT verwenden wir ein maskiertes Sprachmodell als Vortrainingsziel.	ähnlich wie BERT verwenden wir ein maskiertes Sprachmodell als Vortrainingsziel.	98.750	11	4	4	7	4		BERT->BERT@0.930; masked language model->maskiertes Sprachmodell@0.913; language->Sprache@0.916; Language Model->Sprachmodell@0.904; languages->Sprachen@0.786; pre-training->Vortrainings@0.938; pretraining->Vortraining@0.935; training->Trainingssatz@0.846; model->Modell@0.807; language models->Sprachmodelle@0.790; pretrained->vortrainiert@0.782
newv9_none_block	1	154	2022.acl-long.367	NA	386.258	391.814	Essentially we have to predict both the stem and the affixes that are associated with the words.	Im Wesentlichen müssen wir sowohl den Stamm als auch die Affixe, aus denen die Wörter bestehen, vorhersagen.	Im Wesentlichen müssen wir sowohl die Stamm- als auch die Affixe vorhersagen, die den Wörtern zugeordnet sind.	93.519	3	0	0	1	2		prediction->Vorhersage@0.789; words->Wörtern@0.948; word->Wort@0.847
newv9_none_block	1	155	2022.acl-long.367	NA	392.595	405.066	During pre-training, fifteen percent of all words are considered for prediction, of which eighty percent are masked, ten percent are swapped with random words, and ten percent are left unchanged.	Während des Vortrainings werden fünfzehn Prozent aller Wörter für die Vorhersage berücksichtigt, von denen achtzig Prozent maskiert, zehn Prozent mit zufälligen Wörtern ausgetauscht und zehn Prozent unverändert gelassen werden.	Während des Vortrainings wird fünfzehn Prozent aller Wörtern für die Vorhersage ausgewählt,davon achtzig Prozent sind maskiert, zehn Prozent werden durch zufällige Wörtern ersetzt,und zehn Prozent bleiben unverändert.	91.630	7	3	3	4	3		words->Wörtern@0.948; word->Wort@0.847; pretraining->Vortraining@0.960; pre-training->Vortrainings@0.960; training->Trainingssatz@0.877; pretrained->vortrainiert@0.793; prediction->Vorhersage@0.960
newv9_none_block	1	156	2022.acl-long.367	NA	405.466	410.840	For affix prediction, we face some multi label classification problem.	Für die Vorhersage der Affixe stehen wir vor einem Multi-Label-Klassifikationsproblem.	Für die Affixvorhersage stehen wir vor einer Mehrklassen	62.791	5	2	2	3	2		prediction->Vorhersage@0.935; classification->Klassifikation@0.916; labeled->markiert@0.798; text classification->Textklassifizierung@0.794; problem->Problem@0.908
newv9_none_block	1	157	2022.acl-long.367	NA	410.991	419.712	For this, we either group together affixes into a fixed number of sets and predict the set as a class label.	Daher fassen wir entweder die Affixe zu einer festen Reihe von Gruppen zusammen und sagen die Gruppe als Klassenlabel voraus.	-Klassifizierungs aufgabe. Dazu wählen wir entweder Affixe in zwei festen Gruppen oder vorhersagen , aus welcher Gruppe das Prädikat stammt.	92.000	5	1	1	1	4	predicate->Prädikat@0.841	problem->Problem@0.890; number->Reihe@0.939; prediction->Vorhersage@0.845; predicate->Prädikat@0.841; labeled->markiert@0.783
newv9_none_block	1	158	2022.acl-long.367	NA	420.253	424.396	The other option is to predict the affix probability vector.	Die andere Möglichkeit ist die Vorhersage der Affixe durch einen Wahrscheinlichkeitsvektor.	Die andere Möglichkeit besteht darin, das Prädikat als Affix -Wahrscheinlichkeitsvektor vorherzusagen.	93.407	1	0	0	1	0		vector->Vektor@0.907
