run_key	lm	paper_id	segment_idx	start_sec	end_sec	duration_sec	term_map_count	score_min	score_mean	score_max	marginal_078_080	current_window_refs	stale_lookback_refs	future_refs	gold_refs_by_sentence_overlap	source_supported_refs_by_sentence_overlap	noise_refs_by_sentence_overlap	term_map
newv9_none_block	1	2022.acl-long.117	747	717.120	718.080	0.960	1	0.8206	0.8206	0.8206	0	1	0	0	0	1	0	generalization->Verallgemeinerung@0.821
newv9_none_block	1	2022.acl-long.117	748	718.080	719.040	0.960	0				0	0	0	0	0	0	0	
newv9_none_block	1	2022.acl-long.117	749	719.040	720.000	0.960	1	0.8442	0.8442	0.8442	0	1	0	0	1	1	0	RGF->RGF@0.844
newv9_none_block	1	2022.acl-long.117	750	720.000	720.960	0.960	0				0	0	0	0	0	0	0	
newv9_none_block	1	2022.acl-long.117	751	720.960	721.920	0.960	2	0.7843	0.8456	0.9069	1	2	0	0	1	1	1	semantically->semantisch@0.907; Semantic->Semantic@0.784
newv9_none_block	1	2022.acl-long.117	752	721.920	722.880	0.960	0				0	0	0	0	0	0	0	
newv9_none_block	1	2022.acl-long.117	753	722.880	723.840	0.960	2	0.7930	0.8361	0.8793	1	2	0	0	0	0	2	biases->Bias@0.879; BIO->BIO@0.793
newv9_none_block	1	2022.acl-long.117	754	723.840	724.800	0.960	1	0.8134	0.8134	0.8134	0	1	0	0	1	1	0	augmentation->Aufbaus@0.813
newv9_none_block	1	2022.acl-long.117	755	724.800	725.760	0.960	1	0.8169	0.8169	0.8169	0	1	0	0	0	0	1	augmentation->Aufbaus@0.817
newv9_none_block	1	2022.acl-long.117	756	725.760	726.720	0.960	0				0	0	0	0	0	0	0	
newv9_none_block	1	2022.acl-long.117	757	726.720	727.680	0.960	0				0	0	0	0	0	0	0	
newv9_none_block	1	2022.acl-long.117	758	727.680	728.640	0.960	0				0	0	0	0	0	0	0	
newv9_none_block	1	2022.acl-long.117	759	728.640	729.014	0.374	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	0	0.000	1.920	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	1	1.920	3.840	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	2	3.840	5.760	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	3	5.760	7.680	1.920	1	0.9339	0.9339	0.9339	0	1	0	0	1	1	0	Detecting->Erkennung@0.934
newv9_none_block	2	2022.acl-long.268	4	7.680	9.600	1.920	1	0.8093	0.8093	0.8093	0	1	0	0	1	1	0	annotated->annotiert@0.809
newv9_none_block	2	2022.acl-long.268	5	9.600	11.520	1.920	5	0.7804	0.8661	0.9254	1	5	0	0	4	4	1	Modeling->Modellierung@0.925; corpus->Korpus@0.901; Annotated Corpus->annotierter Korpus@0.868; annotated->annotiert@0.856; propose->vorzuschlagen@0.780
newv9_none_block	2	2022.acl-long.268	6	11.520	13.440	1.920	1	0.9372	0.9372	0.9372	0	1	0	0	1	1	0	Modeling->Modellierung@0.937
newv9_none_block	2	2022.acl-long.268	7	13.440	15.360	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	8	15.360	17.280	1.920	1	0.8385	0.8385	0.8385	0	1	0	0	1	1	0	lexical->lexikalische@0.838
newv9_none_block	2	2022.acl-long.268	9	17.280	19.200	1.920	2	0.8973	0.9326	0.9679	0	2	0	0	1	1	1	task->Aufgabe@0.968; tasks->Aufgaben@0.897
newv9_none_block	2	2022.acl-long.268	10	19.200	21.120	1.920	6	0.8523	0.9053	0.9690	0	6	0	0	2	2	4	task->Aufgabe@0.969; dataset->Datensatz@0.949; datasets->Datensätzen@0.905; tasks->Aufgaben@0.900; data->Daten@0.857; propose->vorzuschlagen@0.852
newv9_none_block	2	2022.acl-long.268	11	21.120	23.040	1.920	2	0.8448	0.9031	0.9614	0	2	0	0	1	1	1	dataset->Datensatz@0.961; datasets->Datensätzen@0.845
newv9_none_block	2	2022.acl-long.268	12	23.040	24.960	1.920	1	0.9417	0.9417	0.9417	0	1	0	0	1	1	0	models->Modelle@0.942
newv9_none_block	2	2022.acl-long.268	13	24.960	26.880	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	14	26.880	28.800	1.920	1	0.9271	0.9271	0.9271	0	1	0	0	1	1	0	lexical->lexikalische@0.927
newv9_none_block	2	2022.acl-long.268	15	28.800	30.720	1.920	4	0.8491	0.9003	0.9268	0	4	0	0	3	3	1	task->Aufgabe@0.927; NLP task->NLP-Aufgabe@0.922; tasks->Aufgaben@0.904; NLP->NLP@0.849
newv9_none_block	2	2022.acl-long.268	16	30.720	32.640	1.920	4	0.8171	0.8655	0.9280	0	4	0	0	1	1	3	NLP task->NLP-Aufgabe@0.928; task->Aufgabe@0.866; tasks->Aufgaben@0.851; lexical->lexikalische@0.817
newv9_none_block	2	2022.acl-long.268	17	32.640	34.560	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	18	34.560	36.480	1.920	4	0.8010	0.8781	0.9436	0	4	0	0	2	2	2	words->Wörtern@0.944; language->Sprache@0.923; word->Wort@0.845; languages->Sprachen@0.801
newv9_none_block	2	2022.acl-long.268	19	36.480	38.400	1.920	2	0.7915	0.8611	0.9306	1	2	0	0	1	1	1	language->Sprache@0.931; languages->Sprachen@0.792
newv9_none_block	2	2022.acl-long.268	20	38.400	40.320	1.920	3	0.8477	0.9039	0.9320	0	3	0	0	1	2	1	words->Wörtern@0.932; English->Englischen@0.932; word->Wort@0.848
newv9_none_block	2	2022.acl-long.268	21	40.320	42.240	1.920	3	0.8069	0.8775	0.9262	0	3	0	0	0	2	1	English->Englischen@0.926; words->Wörtern@0.900; word->Wort@0.807
newv9_none_block	2	2022.acl-long.268	22	42.240	44.160	1.920	2	0.8110	0.8724	0.9337	0	2	0	0	0	1	1	words->Wörtern@0.934; word->Wort@0.811
newv9_none_block	2	2022.acl-long.268	23	44.160	46.080	1.920	1	0.9426	0.9426	0.9426	0	1	0	0	1	1	0	Online->Online@0.943
newv9_none_block	2	2022.acl-long.268	24	46.080	48.000	1.920	3	0.7814	0.8310	0.9258	2	3	0	0	0	2	1	words->Wörtern@0.926; English->Englischen@0.786; word->Wort@0.781
newv9_none_block	2	2022.acl-long.268	25	48.000	49.920	1.920	1	0.8181	0.8181	0.8181	0	1	0	0	1	1	0	lexical->lexikalische@0.818
newv9_none_block	2	2022.acl-long.268	26	49.920	51.840	1.920	2	0.7964	0.8397	0.8831	1	2	0	0	1	1	1	linguistic->sprachlichen@0.883; linguistics->Linguistik@0.796
newv9_none_block	2	2022.acl-long.268	27	51.840	53.760	1.920	1	0.7935	0.7935	0.7935	1	1	0	0	0	0	1	retrieved->abgerufen@0.793
newv9_none_block	2	2022.acl-long.268	28	53.760	55.680	1.920	2	0.7872	0.8141	0.8410	1	2	0	0	1	2	0	language->Sprache@0.841; languages->Sprachen@0.787
newv9_none_block	2	2022.acl-long.268	29	55.680	57.600	1.920	2	0.8742	0.9051	0.9360	0	2	0	0	2	2	0	languages->Sprachen@0.936; language->Sprache@0.874
newv9_none_block	2	2022.acl-long.268	30	57.600	59.520	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	31	59.520	61.440	1.920	1	0.8680	0.8680	0.8680	0	1	0	0	0	1	0	compared->im Vergleich zu@0.868
newv9_none_block	2	2022.acl-long.268	32	61.440	63.360	1.920	1	0.8315	0.8315	0.8315	0	1	0	0	0	1	0	compared->im Vergleich zu@0.831
newv9_none_block	2	2022.acl-long.268	33	63.360	65.280	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	34	65.280	67.200	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	35	67.200	69.120	1.920	2	0.8199	0.8609	0.9019	0	2	0	0	1	1	1	languages->Sprachen@0.902; language->Sprache@0.820
newv9_none_block	2	2022.acl-long.268	36	69.120	71.040	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	37	71.040	72.960	1.920	1	0.7897	0.7897	0.7897	1	1	0	0	0	0	1	encoding->Kodierung@0.790
newv9_none_block	2	2022.acl-long.268	38	72.960	74.880	1.920	1	0.8380	0.8380	0.8380	0	1	0	0	1	1	0	lexical->lexikalische@0.838
newv9_none_block	2	2022.acl-long.268	39	74.880	76.800	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	40	76.800	78.720	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	41	78.720	80.640	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	42	80.640	82.560	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	43	82.560	84.480	1.920	2	0.8871	0.8940	0.9009	0	2	0	0	1	1	1	language->Sprache@0.901; languages->Sprachen@0.887
newv9_none_block	2	2022.acl-long.268	44	84.480	86.400	1.920	3	0.7826	0.8580	0.9042	1	3	0	0	2	2	1	languages->Sprachen@0.904; language->Sprache@0.887; lexical->lexikalische@0.783
newv9_none_block	2	2022.acl-long.268	45	86.400	88.320	1.920	1	0.8822	0.8822	0.8822	0	1	0	0	1	1	0	lexical->lexikalische@0.882
newv9_none_block	2	2022.acl-long.268	46	88.320	90.240	1.920	1	0.8599	0.8599	0.8599	0	1	0	0	0	0	1	monolingual->einsprachiges@0.860
newv9_none_block	2	2022.acl-long.268	47	90.240	92.160	1.920	1	0.8448	0.8448	0.8448	0	1	0	0	0	0	1	monolingual->einsprachiges@0.845
newv9_none_block	2	2022.acl-long.268	48	92.160	94.080	1.920	1	0.9492	0.9492	0.9492	0	1	0	0	1	1	0	grammar->Grammatik@0.949
newv9_none_block	2	2022.acl-long.268	49	94.080	96.000	1.920	2	0.7885	0.8524	0.9163	1	2	0	0	0	1	1	language->Sprache@0.916; languages->Sprachen@0.788
newv9_none_block	2	2022.acl-long.268	50	96.000	97.920	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	51	97.920	99.840	1.920	2	0.7941	0.8513	0.9084	1	2	0	0	0	1	1	language->Sprache@0.908; languages->Sprachen@0.794
newv9_none_block	2	2022.acl-long.268	52	99.840	101.760	1.920	1	0.7897	0.7897	0.7897	1	1	0	0	0	0	1	language->Sprache@0.790
newv9_none_block	2	2022.acl-long.268	53	101.760	103.680	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	54	103.680	105.600	1.920	2	0.9168	0.9348	0.9527	0	2	0	0	1	1	1	linguistics->Linguistik@0.953; linguistic->sprachlichen@0.917
newv9_none_block	2	2022.acl-long.268	55	105.600	107.520	1.920	2	0.8579	0.8724	0.8870	0	2	0	0	1	1	1	linguistics->Linguistik@0.887; linguistic->sprachlichen@0.858
newv9_none_block	2	2022.acl-long.268	56	107.520	109.440	1.920	2	0.8804	0.9036	0.9268	0	2	0	0	1	1	1	languages->Sprachen@0.927; language->Sprache@0.880
newv9_none_block	2	2022.acl-long.268	57	109.440	111.360	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	58	111.360	113.280	1.920	2	0.8142	0.8546	0.8950	0	2	0	0	2	2	0	source->Quelle@0.895; lexical->lexikalische@0.814
newv9_none_block	2	2022.acl-long.268	59	113.280	115.200	1.920	2	0.8797	0.8911	0.9024	0	2	0	0	1	2	0	words->Wörtern@0.902; source->Quelle@0.880
newv9_none_block	2	2022.acl-long.268	60	115.200	117.120	1.920	1	0.8711	0.8711	0.8711	0	1	0	0	1	1	0	lexical->lexikalische@0.871
newv9_none_block	2	2022.acl-long.268	61	117.120	119.040	1.920	1	0.8756	0.8756	0.8756	0	1	0	0	1	1	0	language->Sprache@0.876
newv9_none_block	2	2022.acl-long.268	62	119.040	120.960	1.920	3	0.7935	0.8617	0.9194	1	3	0	0	2	2	1	words->Wörtern@0.919; language->Sprache@0.872; word->Wort@0.794
newv9_none_block	2	2022.acl-long.268	63	120.960	122.880	1.920	2	0.7848	0.8629	0.9410	1	2	0	0	1	1	1	NLP->NLP@0.941; NLP task->NLP-Aufgabe@0.785
newv9_none_block	2	2022.acl-long.268	64	122.880	124.800	1.920	1	0.9532	0.9532	0.9532	0	1	0	0	1	1	0	source->Quelle@0.953
newv9_none_block	2	2022.acl-long.268	65	124.800	126.720	1.920	3	0.8302	0.8767	0.9430	0	3	0	0	2	2	1	words->Wörtern@0.943; vocabulary->Wortschatz@0.857; word->Wort@0.830
newv9_none_block	2	2022.acl-long.268	66	126.720	128.640	1.920	3	0.8142	0.8782	0.9245	0	3	0	0	1	1	2	Detecting->Erkennung@0.924; words->Wörtern@0.896; word->Wort@0.814
newv9_none_block	2	2022.acl-long.268	67	128.640	130.560	1.920	1	0.8013	0.8013	0.8013	0	1	0	0	1	1	0	Detecting->Erkennung@0.801
newv9_none_block	2	2022.acl-long.268	68	130.560	132.480	1.920	1	0.9345	0.9345	0.9345	0	1	0	0	1	1	0	NLP->NLP@0.934
newv9_none_block	2	2022.acl-long.268	69	132.480	134.400	1.920	5	0.7868	0.8712	0.9453	2	5	0	0	3	3	2	parsing->Parsing@0.945; task->Aufgabe@0.928; tasks->Aufgaben@0.896; NLP task->NLP-Aufgabe@0.799; downstream->nachgelagerte@0.787
newv9_none_block	2	2022.acl-long.268	70	134.400	136.320	1.920	2	0.8134	0.8573	0.9012	0	2	0	0	1	1	1	machine translation->maschinelle Übersetzung@0.901; machine learning->maschinelles Lernen@0.813
newv9_none_block	2	2022.acl-long.268	71	136.320	138.240	1.920	1	0.8705	0.8705	0.8705	0	1	0	0	0	0	1	machine translation->maschinelle Übersetzung@0.870
newv9_none_block	2	2022.acl-long.268	72	138.240	140.160	1.920	1	0.7960	0.7960	0.7960	1	1	0	0	0	0	1	inference->Inferenz@0.796
newv9_none_block	2	2022.acl-long.268	73	140.160	142.080	1.920	3	0.8421	0.8942	0.9395	0	3	0	0	2	2	1	languages->Sprachen@0.939; English->Englischen@0.901; language->Sprache@0.842
newv9_none_block	2	2022.acl-long.268	74	142.080	144.000	1.920	3	0.8010	0.8606	0.9433	0	3	0	0	2	2	1	languages->Sprachen@0.943; language->Sprache@0.837; English->Englischen@0.801
newv9_none_block	2	2022.acl-long.268	75	144.000	145.920	1.920	2	0.8404	0.8452	0.8501	0	2	0	0	2	2	0	English->Englischen@0.850; lexical->lexikalische@0.840
newv9_none_block	2	2022.acl-long.268	76	145.920	147.840	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	77	147.840	149.760	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	78	149.760	151.680	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	79	151.680	153.600	1.920	2	0.8856	0.9042	0.9229	0	2	0	0	2	2	0	detection->Erkennung@0.923; automatic->automatischen@0.886
newv9_none_block	2	2022.acl-long.268	80	153.600	155.520	1.920	4	0.7849	0.8630	0.9052	1	4	0	0	2	2	2	language->Sprache@0.905; languages->Sprachen@0.905; detection->Erkennung@0.857; Detecting->Erkennung@0.785
newv9_none_block	2	2022.acl-long.268	81	155.520	157.440	1.920	2	0.8733	0.9043	0.9354	0	2	0	0	1	1	1	languages->Sprachen@0.935; language->Sprache@0.873
newv9_none_block	2	2022.acl-long.268	82	157.440	159.360	1.920	3	0.8992	0.9329	0.9668	0	3	0	0	1	2	1	task->Aufgabe@0.967; propose->vorzuschlagen@0.933; tasks->Aufgaben@0.899
newv9_none_block	2	2022.acl-long.268	83	159.360	161.280	1.920	1	0.9247	0.9247	0.9247	0	1	0	0	0	1	0	propose->vorzuschlagen@0.925
newv9_none_block	2	2022.acl-long.268	84	161.280	163.200	1.920	1	0.8453	0.8453	0.8453	0	1	0	0	1	1	0	lexical->lexikalische@0.845
newv9_none_block	2	2022.acl-long.268	85	163.200	165.120	1.920	1	0.8402	0.8402	0.8402	0	1	0	0	1	1	0	newswire->Nachrichten@0.840
newv9_none_block	2	2022.acl-long.268	86	165.120	167.040	1.920	2	0.8892	0.9104	0.9317	0	2	0	0	1	1	1	extracting->extrahieren@0.932; newswire->Nachrichten@0.889
newv9_none_block	2	2022.acl-long.268	87	167.040	168.960	1.920	2	0.8329	0.8845	0.9360	0	2	0	0	0	1	1	words->Wörtern@0.936; word->Wort@0.833
newv9_none_block	2	2022.acl-long.268	88	168.960	170.880	1.920	3	0.8304	0.8732	0.9425	0	3	0	0	2	3	0	languages->Sprachen@0.942; language->Sprache@0.847; words->Wörtern@0.830
newv9_none_block	2	2022.acl-long.268	89	170.880	172.800	1.920	2	0.8363	0.8909	0.9454	0	2	0	0	2	2	0	languages->Sprachen@0.945; language->Sprache@0.836
newv9_none_block	2	2022.acl-long.268	90	172.800	174.720	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	91	174.720	176.640	1.920	2	0.7956	0.8503	0.9049	1	2	0	0	2	2	0	language->Sprache@0.905; languages->Sprachen@0.796
newv9_none_block	2	2022.acl-long.268	92	176.640	178.560	1.920	2	0.7814	0.8376	0.8938	1	2	0	0	0	0	2	language->Sprache@0.894; Language Model->Sprachmodell@0.781
newv9_none_block	2	2022.acl-long.268	93	178.560	180.480	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	94	180.480	182.400	1.920	1	0.9699	0.9699	0.9699	0	1	0	0	1	1	0	sentence->Satz@0.970
newv9_none_block	2	2022.acl-long.268	95	182.400	184.320	1.920	1	0.9664	0.9664	0.9664	0	1	0	0	1	1	0	sentence->Satz@0.966
newv9_none_block	2	2022.acl-long.268	96	184.320	186.240	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	97	186.240	188.160	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	98	188.160	190.080	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	99	190.080	192.000	1.920	3	0.8792	0.9095	0.9584	0	3	0	0	1	2	1	spans->Passagen@0.958; texts->Text@0.891; text->Text@0.879
newv9_none_block	2	2022.acl-long.268	100	192.000	193.920	1.920	4	0.7921	0.8511	0.9438	1	4	0	0	1	3	1	words->Wörtern@0.944; word->Wort@0.850; English->Englischen@0.818; texts->Text@0.792
newv9_none_block	2	2022.acl-long.268	101	193.920	195.840	1.920	2	0.7834	0.8307	0.8779	1	2	0	0	0	1	1	words->Wörtern@0.878; word->Wort@0.783
newv9_none_block	2	2022.acl-long.268	102	195.840	197.760	1.920	1	0.9493	0.9493	0.9493	0	1	0	0	1	1	0	spans->Passagen@0.949
newv9_none_block	2	2022.acl-long.268	103	197.760	199.680	1.920	2	0.9231	0.9382	0.9533	0	2	0	0	2	2	0	spans->Passagen@0.953; extracting->extrahieren@0.923
newv9_none_block	2	2022.acl-long.268	104	199.680	201.600	1.920	3	0.7864	0.8887	0.9502	1	3	0	0	1	2	1	Detecting->Erkennung@0.950; extracting->extrahieren@0.930; tagging->Tagging@0.786
newv9_none_block	2	2022.acl-long.268	105	201.600	203.520	1.920	4	0.8438	0.8811	0.9338	0	4	0	0	0	2	2	word->Wort@0.934; words->Wörtern@0.883; Detecting->Erkennung@0.864; previous->früheren@0.844
newv9_none_block	2	2022.acl-long.268	106	203.520	205.440	1.920	3	0.8408	0.9031	0.9442	0	3	0	0	1	2	1	word->Wort@0.944; detection->Erkennung@0.924; words->Wörtern@0.841
newv9_none_block	2	2022.acl-long.268	107	205.440	207.360	1.920	1	0.9326	0.9326	0.9326	0	1	0	0	1	1	0	detection->Erkennung@0.933
newv9_none_block	2	2022.acl-long.268	108	207.360	209.280	1.920	2	0.8482	0.8901	0.9320	0	2	0	0	2	2	0	CRF->CRF@0.932; model->Modell@0.848
newv9_none_block	2	2022.acl-long.268	109	209.280	211.200	1.920	3	0.8013	0.8387	0.9066	0	3	0	0	3	3	0	detection->Erkennung@0.907; model->Modell@0.808; CRF->CRF@0.801
newv9_none_block	2	2022.acl-long.268	110	211.200	213.120	1.920	2	0.8209	0.8818	0.9426	0	2	0	0	2	2	0	model->Modell@0.943; newswire->Nachrichten@0.821
newv9_none_block	2	2022.acl-long.268	111	213.120	215.040	1.920	2	0.8302	0.8906	0.9510	0	2	0	0	1	1	1	model->Modell@0.951; newswire->Nachrichten@0.830
newv9_none_block	2	2022.acl-long.268	112	215.040	216.960	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	113	216.960	218.880	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	114	218.880	220.800	1.920	6	0.7940	0.8815	0.9455	1	6	0	0	2	3	3	dataset->Datensatz@0.946; Modeling->Modellierung@0.934; data->Daten@0.900; approach->Ansatz@0.882; datasets->Datensätzen@0.834; propose->vorzuschlagen@0.794
newv9_none_block	2	2022.acl-long.268	115	220.800	222.720	1.920	3	0.8507	0.8931	0.9644	0	3	0	0	1	1	2	dataset->Datensatz@0.964; datasets->Datensätzen@0.864; data->Daten@0.851
newv9_none_block	2	2022.acl-long.268	116	222.720	224.640	1.920	2	0.9333	0.9494	0.9655	0	2	0	0	2	2	0	news->Nachrichten@0.966; source->Quelle@0.933
newv9_none_block	2	2022.acl-long.268	117	224.640	226.560	1.920	1	0.9512	0.9512	0.9512	0	1	0	0	1	1	0	news->Nachrichten@0.951
newv9_none_block	2	2022.acl-long.268	118	226.560	228.480	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	119	228.480	230.400	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	120	230.400	232.320	1.920	3	0.7915	0.8487	0.9534	1	3	0	0	1	1	2	training->Trainingssatz@0.953; pretraining->Vortraining@0.801; pre-training->Vortrainings@0.792
newv9_none_block	2	2022.acl-long.268	121	232.320	234.240	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	122	234.240	236.160	1.920	2	0.9385	0.9448	0.9511	0	2	0	0	1	2	0	Modeling->Modellierung@0.951; approach->Ansatz@0.938
newv9_none_block	2	2022.acl-long.268	123	236.160	238.080	1.920	3	0.8496	0.8948	0.9330	0	3	0	0	1	2	1	generalize->verallgemeinert@0.933; approach->Ansatz@0.902; previous->früheren@0.850
newv9_none_block	2	2022.acl-long.268	124	238.080	240.000	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	125	240.000	241.920	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	126	241.920	243.840	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	127	243.840	245.760	1.920	2	0.9143	0.9399	0.9656	0	2	0	0	1	1	1	task->Aufgabe@0.966; tasks->Aufgaben@0.914
newv9_none_block	2	2022.acl-long.268	128	245.760	247.680	1.920	1	0.8414	0.8414	0.8414	0	1	0	0	0	0	1	task->Aufgabe@0.841
newv9_none_block	2	2022.acl-long.268	129	247.680	249.600	1.920	3	0.8455	0.8832	0.9536	0	3	0	0	1	1	2	dataset->Datensatz@0.954; datasets->Datensätzen@0.850; data->Daten@0.846
newv9_none_block	2	2022.acl-long.268	130	249.600	251.520	1.920	2	0.8392	0.8902	0.9412	0	2	0	0	1	1	1	dataset->Datensatz@0.941; datasets->Datensätzen@0.839
newv9_none_block	2	2022.acl-long.268	131	251.520	253.440	1.920	3	0.7938	0.8457	0.9109	1	3	0	0	1	1	2	dataset->Datensatz@0.911; datasets->Datensätzen@0.832; data->Daten@0.794
newv9_none_block	2	2022.acl-long.268	132	253.440	255.360	1.920	3	0.8214	0.8565	0.9157	0	3	0	0	3	3	0	annotated->annotiert@0.916; lexical->lexikalische@0.832; dataset->Datensatz@0.821
newv9_none_block	2	2022.acl-long.268	133	255.360	257.280	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	134	257.280	259.200	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	135	259.200	261.120	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	136	261.120	263.040	1.920	2	0.8695	0.9097	0.9500	0	2	0	0	1	1	1	words->Wörtern@0.950; word->Wort@0.870
newv9_none_block	2	2022.acl-long.268	137	263.040	264.960	1.920	1	0.9053	0.9053	0.9053	0	1	0	0	1	1	0	training->Trainingssatz@0.905
newv9_none_block	2	2022.acl-long.268	138	264.960	266.880	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	139	266.880	268.800	1.920	1	0.8055	0.8055	0.8055	0	1	0	0	0	0	1	source->Quelle@0.806
newv9_none_block	2	2022.acl-long.268	140	268.800	270.720	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	141	270.720	272.640	1.920	3	0.7879	0.8319	0.9172	2	3	0	0	1	1	2	training->Trainingssatz@0.917; pretraining->Vortraining@0.791; pre-training->Vortrainings@0.788
newv9_none_block	2	2022.acl-long.268	142	272.640	274.560	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	143	274.560	276.480	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	144	276.480	278.400	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	145	278.400	280.320	1.920	1	0.8708	0.8708	0.8708	0	1	0	0	0	0	1	number->Reihe@0.871
newv9_none_block	2	2022.acl-long.268	146	280.320	282.240	1.920	4	0.7908	0.8371	0.9234	2	4	0	0	1	1	3	training->Trainingssatz@0.923; number->Reihe@0.838; pretraining->Vortraining@0.796; pre-training->Vortrainings@0.791
newv9_none_block	2	2022.acl-long.268	147	282.240	284.160	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	148	284.160	286.080	1.920	2	0.8375	0.8922	0.9469	0	2	0	0	1	1	1	tokens->Token@0.947; token->Token@0.837
newv9_none_block	2	2022.acl-long.268	149	286.080	288.000	1.920	1	0.7973	0.7973	0.7973	1	1	0	0	1	1	0	tokens->Token@0.797
newv9_none_block	2	2022.acl-long.268	150	288.000	289.920	1.920	2	0.8494	0.8962	0.9430	0	2	0	0	1	1	1	tokens->Token@0.943; token->Token@0.849
newv9_none_block	2	2022.acl-long.268	151	289.920	291.840	1.920	2	0.8232	0.8816	0.9400	0	2	0	0	0	0	2	tokens->Token@0.940; token->Token@0.823
newv9_none_block	2	2022.acl-long.268	152	291.840	293.760	1.920	1	0.8527	0.8527	0.8527	0	1	0	0	0	1	0	vocabulary->Wortschatz@0.853
newv9_none_block	2	2022.acl-long.268	153	293.760	295.680	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	154	295.680	297.600	1.920	0				0	0	0	0	0	0	0	
newv9_none_block	2	2022.acl-long.268	155	297.600	299.520	1.920	2	0.8929	0.8947	0.8965	0	2	0	0	1	2	0	OOV->OOV@0.897; training->Trainingssatz@0.893
newv9_none_block	2	2022.acl-long.268	156	299.520	301.440	1.920	3	0.7962	0.8547	0.9607	1	3	0	0	0	1	2	training->Trainingssatz@0.961; pretraining->Vortraining@0.807; pre-training->Vortrainings@0.796
newv9_none_block	2	2022.acl-long.268	157	301.440	303.360	1.920	2	0.8279	0.8933	0.9588	0	2	0	0	1	1	1	corpus->Korpus@0.959; corpora->korpora@0.828
newv9_none_block	2	2022.acl-long.268	158	303.360	305.280	1.920	3	0.8408	0.9036	0.9410	0	3	0	0	1	1	2	texts->Text@0.941; text->Text@0.929; source->Quelle@0.841
newv9_none_block	2	2022.acl-long.268	159	305.280	307.200	1.920	1	0.8136	0.8136	0.8136	0	1	0	0	0	0	1	source->Quelle@0.814
